Report Id,Policy Regime,Financial period start date,Start date,End date,Filing date,Company,Company number,Qualifying contracts in reporting period,Payments made in reporting period,Qualifying construction contracts in reporting period,Construction contracts have retention clauses,Average time to pay,Total value invoices paid within 30 days,Total value invoices paid between 31 and 60 days,Total value invoices paid later than 60 days,% Invoices paid within 30 days,% Invoices paid between 31 and 60 days,% Invoices paid later than 60 days,Total value invoices paid later than agreed terms,% Invoices not paid within agreed terms,% Invoices not paid due to dispute,Shortest (or only) standard payment period,Longest standard payment period,Standard payment terms,Payment terms have changed,Suppliers notified of changes,Maximum contractual payment period,Maximum contractual payment period information,Other information payment terms,Retention clauses included in all construction contracts,Retention clauses included in standard payment terms,Retention clauses are used in specific circumstances,Description of specific circumstances for retention clauses,Retention clauses used above a specific sum,Value above which retention clauses are used,Retention clauses are at a standard rate,Retention clauses standard rate percentage,Retention clauses have parity with client,Description of parity policy,Retention clause money release description,Retention clause money release is staged,Description of stages for money release,Retention value compared to client retentions as %,Retention value compared to total payments as %,Dispute resolution process,Participates in payment codes,E-Invoicing offered,Supply-chain financing offered,Policy covers charges for remaining on supplier list,Charges have been made for remaining on supplier list,URL
1786,Regime-1,None,11/1/2017,4/28/2018,5/29/2018,STAGECOACH DEVON LIMITED,03142135,TRUE,FALSE,FALSE,FALSE,27,,,,62,37,1,0,2,0,7,60,"It is the Group’s policy to agree appropriate terms of payment with suppliers for each transaction or series of transactions, and to abide by those terms based on the timely submission of satisfactory invoices. The Company normally settles trade payables on 30 day terms, however variations to these terms do exist based on agreements with certain suppliers.",,,60,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"The Company is committed to dealing with its suppliers in a fair, honest and professional manner while seeking best value for the business. We seek to resolve queries as quickly as possible to everyone’s satisfaction prior to payment being made. In the event that a dispute cannot be resolved by our Accounts Payable team, it would escalated in the first instance to the relevant Head of Department to seek a resolution.",No,TRUE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/1786
1787,Regime-1,None,11/1/2017,4/30/2018,5/29/2018,SPIRIT PUB COMPANY (SERVICES) LIMITED,05266811,TRUE,FALSE,FALSE,FALSE,39,,,,43,44,12,0,9,0,60,90,Standard payment terms are 60 days following the end of the month of the invoice date. ,,,90,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"The Greene King group has a dedicated accounts payable helpdesk that offers suppliers support through to query resolution. The team can be contacted by e-mail or phone Monday to Friday. Contact by e-mail is acknowledged within a maximum of 2 working days with all supplier queries being assigned a unique case number. The majority of phone calls are answered immediately. 

Greene King offers a suppler payment portal to allow suppliers to monitor and view all their account information, providing real time data that includes invoice approval and invoice payment status. ",No,TRUE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/1787
1788,Regime-1,None,11/1/2017,4/30/2018,5/29/2018,SPIRIT PUB COMPANY (MANAGED) LIMITED,05269240,TRUE,FALSE,FALSE,FALSE,39,,,,43,44,12,0,9,0,60,90,Standard payment terms are 60 days following the end of the month of the invoice date. ,,,90,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"The Greene King group has a dedicated accounts payable helpdesk that offers suppliers support through to query resolution. The team can be contacted by e-mail or phone Monday to Friday. Contact by e-mail is acknowledged within a maximum of 2 working days with all supplier queries being assigned a unique case number. The majority of phone calls are answered immediately. 

Greene King offers a suppler payment portal to allow suppliers to monitor and view all their account information, providing real time data that includes invoice approval and invoice payment status. ",No,TRUE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/1788
1789,Regime-1,None,11/1/2017,4/28/2018,5/29/2018,THAMES TRANSIT LIMITED,02272113,TRUE,FALSE,FALSE,FALSE,29,,,,62,34,4,0,6,0,7,60,"It is the Group’s policy to agree appropriate terms of payment with suppliers for each transaction or series of transactions, and to abide by those terms based on the timely submission of satisfactory invoices. The Company normally settles trade payables on 30 day terms, however variations to these terms do exist based on agreements with certain suppliers.",,,60,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"The Company is committed to dealing with its suppliers in a fair, honest and professional manner while seeking best value for the business. We seek to resolve queries as quickly as possible to everyone’s satisfaction prior to payment being made. In the event that a dispute cannot be resolved by our Accounts Payable team, it would escalated in the first instance to the relevant Head of Department to seek a resolution.",No,TRUE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/1789
1790,Regime-1,None,11/1/2017,4/30/2018,5/29/2018,SPIRIT PUB COMPANY (LEASED) LIMITED,05699544,TRUE,FALSE,FALSE,FALSE,39,,,,43,44,12,0,9,0,60,90,Standard payment terms are 60 days following the end of the month of the invoice date. ,,,90,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"The Greene King group has a dedicated accounts payable helpdesk that offers suppliers support through to query resolution. The team can be contacted by e-mail or phone Monday to Friday. Contact by e-mail is acknowledged within a maximum of 2 working days with all supplier queries being assigned a unique case number. The majority of phone calls are answered immediately. 

Greene King offers a suppler payment portal to allow suppliers to monitor and view all their account information, providing real time data that includes invoice approval and invoice payment status. ",No,TRUE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/1790
1791,Regime-1,None,11/1/2017,4/28/2018,5/29/2018,THE YORKSHIRE TRACTION COMPANY LIMITED,02065401,TRUE,FALSE,FALSE,FALSE,29,,,,60,38,2,0,2,0,7,60,"It is the Group’s policy to agree appropriate terms of payment with suppliers for each transaction or series of transactions, and to abide by those terms based on the timely submission of satisfactory invoices. The Company normally settles trade payables on 30 day terms, however variations to these terms do exist based on agreements with certain suppliers.",,,60,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"The Company is committed to dealing with its suppliers in a fair, honest and professional manner while seeking best value for the business. We seek to resolve queries as quickly as possible to everyone’s satisfaction prior to payment being made. In the event that a dispute cannot be resolved by our Accounts Payable team, it would escalated in the first instance to the relevant Head of Department to seek a resolution.",No,TRUE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/1791
1792,Regime-1,None,11/1/2017,4/30/2018,5/29/2018,SPIRIT PUB COMPANY (TRENT) LIMITED,05746068,TRUE,FALSE,FALSE,FALSE,39,,,,43,44,12,0,9,0,60,90,Standard payment terms are 60 days following the end of the month of the invoice date. ,,,90,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"The Greene King group has a dedicated accounts payable helpdesk that offers suppliers support through to query resolution. The team can be contacted by e-mail or phone Monday to Friday. Contact by e-mail is acknowledged within a maximum of 2 working days with all supplier queries being assigned a unique case number. The majority of phone calls are answered immediately. 

Greene King offers a suppler payment portal to allow suppliers to monitor and view all their account information, providing real time data that includes invoice approval and invoice payment status. ",No,TRUE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/1792
1793,Regime-1,None,11/1/2017,4/28/2018,5/29/2018,WESTERN BUSES LIMITED,00131237,TRUE,FALSE,FALSE,FALSE,30,,,,61,36,3,0,4,0,7,60,"It is the Group’s policy to agree appropriate terms of payment with suppliers for each transaction or series of transactions, and to abide by those terms based on the timely submission of satisfactory invoices. The Company normally settles trade payables on 30 day terms, however variations to these terms do exist based on agreements with certain suppliers.",,,60,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"The Company is committed to dealing with its suppliers in a fair, honest and professional manner while seeking best value for the business. We seek to resolve queries as quickly as possible to everyone’s satisfaction prior to payment being made. In the event that a dispute cannot be resolved by our Accounts Payable team, it would escalated in the first instance to the relevant Head of Department to seek a resolution.",No,TRUE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/1793
1794,Regime-1,None,11/1/2017,4/28/2018,5/29/2018,EAST MIDLANDS TRAINS LIMITED,05340682,TRUE,FALSE,FALSE,FALSE,29,,,,60,38,2,0,5,0,7,60,"It is the Group’s policy to agree appropriate terms of payment with suppliers for each transaction or series of transactions, and to abide by those terms based on the timely submission of satisfactory invoices. The Company normally settles trade payables on 30 day terms, however variations to these terms do exist based on agreements with certain suppliers.",,,60,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"The Company is committed to dealing with its suppliers in a fair, honest and professional manner while seeking best value for the business. We seek to resolve queries as quickly as possible to everyone’s satisfaction prior to payment being made. In the event that a dispute cannot be resolved by our Accounts Payable team, it would escalated in the first instance to the relevant Head of Department to seek a resolution.",No,TRUE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/1794
1795,Regime-1,None,11/1/2017,4/30/2018,5/29/2018,WORLD OF BOOKS LIMITED,06437594,TRUE,FALSE,FALSE,FALSE,30,,,,86,12,2,0,3,0,0,60,"The standard payment terms relating to the supply of books for resale is 60 days from the date of invoice. 
However due to the nature of the business there are also non-standard supplier payment terms which are shorter and longer than our preferred standard terms. 

Excluding books, the standard terms relating to the supply of operations and logistical services to the company are 60 days from date of invoice. However there are non-standard supplier payment terms which are shorter and longer than the standard terms. 

The company standard payment terms are 60 days. However, in certain circumstances, a supplier will seek to impose its own payment terms, and in other circumstances, a bespoke contract will be agreed. 
",,,90,A small number of suppliers are paid 90 days from the end of the month in which an invoice is received. ,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,Resolution of disputes is handled on a case-by-case basis. The company seeks to resolve disputes as quickly as possible.,No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/1795
1796,Regime-1,None,11/1/2017,4/30/2018,5/29/2018,IDOX SOFTWARE LTD,02933889,TRUE,FALSE,FALSE,FALSE,57,,,,13,51,36,0,88,0,14,60,Group Policy is to negotiate standard payment terms of 45 days from date of invoice.,,,60,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,Any disputes with invoices are flagged to the supplier and the purchaser and are actively sought to be resolved in a timely manner,No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/1796
1797,Regime-1,None,11/1/2017,4/30/2018,5/29/2018,ZIFFIT LTD,07464659,TRUE,FALSE,FALSE,FALSE,30,,,,87,13,0,0,2,0,0,60,"The standard payment terms relating to the supply of books and media for resale by our corporate partners is 60 days from the date of invoice.  Books and media acquired for resale direct from consumers is paid within three days of receiving and processing the product.
However due to the nature of the business there are also non-standard supplier payment terms which are shorter and longer than our preferred standard terms. 


Excluding books and media, the standard terms relating to the supply of operations and logistical services to the company are 60 days from date of invoice. However there are non-standard supplier payment terms which are shorter and longer than the standard terms. 

The company standard payment terms are 60 days. However, in certain circumstances, a supplier will seek to impose its own payment terms, and in other circumstances, a bespoke contract will be agreed. 
",,,90,A very small number of suppliers are paid 90 days from the end of the month in which an invoice is received. ,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,Resolution of disputes is handled on a case-by-case basis. The company seeks to resolve disputes as quickly as possible.,No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/1797
1798,Regime-1,None,11/1/2017,4/30/2018,5/29/2018,WORLD OF RARE BOOKS LIMITED,07465049,TRUE,FALSE,FALSE,FALSE,30,,,,63,35,2,0,4,0,0,60,"The standard payment terms relating to the supply of books and vinyl for resale is 60 days from the date of invoice. 
However due to the nature of the business there are also non-standard supplier payment terms which are shorter and longer than our preferred standard terms. 

Excluding books and vinyl, the standard terms relating to the supply of operations and logistical services to the company are 60 days from date of invoice. However there are non-standard supplier payment terms which are shorter and longer than the standard terms. 

The company standard payment terms are 60 days. However, in certain circumstances, a supplier will seek to impose its own payment terms, and in other circumstances, a bespoke contract will be agreed. 
",,,90,A very small number of suppliers are paid 90 days from the end of the month in which an invoice is received. ,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,Resolution of disputes is handled on a case-by-case basis. The company seeks to resolve disputes as quickly as possible.,No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/1798
1799,Regime-1,None,11/1/2017,4/30/2018,5/29/2018,FRESHFIELDS SERVICE COMPANY,01292956,TRUE,FALSE,FALSE,FALSE,43,,,,34,49,17,0,5,0,30,60,Standard supplier payment period is 30 days,,,60,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"Payment processing is dealt with by the Accounts Payable function and any supplier payment queries that may arise are actioned by that team.  In the event they are unable to resolve the matter, the query will be discussed between the supplier and relevant function manager or finance personnel to ensure satisfactory resolution for both the supplier and the firm.",No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/1799
1800,Regime-1,None,11/1/2017,4/30/2018,5/29/2018,A WORLD OF BUZZ LTD,07464694,TRUE,FALSE,FALSE,FALSE,30,,,,97,2,1,0,1,0,0,60,"The standard terms relating to the supply of operations and supporting  services to the company are 60 days from date of invoice. However there are non-standard supplier payment terms which are shorter and longer than the standard terms. 

The company standard payment terms are 60 days. However, in certain circumstances, a supplier will seek to impose its own payment terms, and in other circumstances, a bespoke contract will be agreed. 
",,,90,A very small number of suppliers are paid 90 days from the end of the month in which an invoice is received.,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,Resolution of disputes is handled on a case-by-case basis. The company seeks to resolve disputes as quickly as possible. ,No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/1800
1801,Regime-1,None,11/1/2017,4/30/2018,5/29/2018,FRESHFIELDS BRUCKHAUS DERINGER LLP,OC334789,TRUE,FALSE,FALSE,FALSE,62,,,,43,16,41,0,19,0,30,60,"The majority of the firm’s suppliers provide services that are charged directly to the firm’s clients as disbursements.  These client disbursement invoices are paid on receipt of payment from the client with the payment period, for the purpose of the calculation of average time taken to pay invoices, taken from the date of the original invoice.

The standard supplier payment period for non-client contracts is 30 days",,,60,,The average number of days taken to make payments to non-disbursement suppliers in the reporting period was 33 days,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"Payment processing is dealt with by the Accounts Payable function and any supplier payment queries that may arise are actioned by that team.  In the event they are unable to resolve the matter, the query will be discussed between the supplier and relevant function manager or finance personnel to ensure satisfactory resolution for both the supplier and the firm.",No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/1801
1802,Regime-1,None,9/17/2017,3/31/2018,5/29/2018,EAST COAST MAIN LINE COMPANY LIMITED,04659708,TRUE,FALSE,FALSE,FALSE,29,,,,70,22,8,0,14,0,7,60,"It is the Group’s policy to agree appropriate terms of payment with suppliers for each transaction or series of transactions, and to abide by those terms based on the timely submission of satisfactory invoices. The Company normally settles trade payables on 30 day terms, however variations to these terms do exist based on agreements with certain suppliers.",,,60,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"The Company is committed to dealing with its suppliers in a fair, honest and professional manner while seeking best value for the business. We seek to resolve queries as quickly as possible to everyone’s satisfaction prior to payment being made. In the event that a dispute cannot be resolved by our Accounts Payable team, it would escalated in the first instance to the relevant Head of Department to seek a resolution.",No,TRUE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/1802
1803,Regime-1,None,7/1/2017,12/31/2017,5/29/2018,GRUPO ANTOLIN LEAMINGTON LIMITED,03477767,TRUE,FALSE,FALSE,FALSE,52,,,,14,60,26,0,2,0,30,90,VARIOUS PAYMENT TERMS FROM 30 TO 90 DAYS END OF MONTH,,,90,"INVOICES ARE PAID ON THE AGREED TERMS REFLECTED ON THE PURCHASE ORDER, AT THE END OF THE MONTH OR MID MONTH",,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"1- SUPPLIER STATEMENT RECONCILIATION
2-  PURCHASE ORDER CONDITIONS ARE REFERRED TO
3- IF THE ABOVE IS AGREED, INVOICE WILL BE RELEASED ON NEXT AVAILABLE PAYMENT.",No,TRUE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/1803
1804,Regime-1,None,11/1/2017,4/30/2018,5/29/2018,RENEWABLE ENERGY SYSTEMS LIMITED,01589961,TRUE,FALSE,FALSE,FALSE,33,,,,64,27,8,0,43,0,30,,"Renewable Energy Systems Ltd (“RES”) has standard payment terms of 30 days.  If a supplier requests that RES complies with their standard terms and conditions and these contain payment terms which are different to 30 days, then, subject to Director approval, RES will adopt the supplier’s terms. There is no maximum contractual payment period within RES’s General Terms & Conditions of Purchase. ",,,90,,"RES operates two payment runs each month and this can result in some invoices being paid later than the agreed payment period.  Many of the 43% not paid within the agreed payment period is due to invoices that stated they were due for payment on presentation and as this is not practical, we do not believe it is a helpful statistic.  If we were only to include those that were not paid within 20 days of receipt, this statistic would fall to 12%.",FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"If at any time a dispute or difference arises between RES and the supplier in relation to or in connection with an accepted Purchase Order, both parties will aim to resolve the dispute through  negotiation.  If such dispute or difference cannot be resolved through negotiation, then either party may require the other party to give them notice in writing of the existence of such dispute or difference and at the request of either party, the same shall be referred to an Alternative Dispute Resolution (ADR) procedure as recommended to the parties by the Centre for Dispute Resolution (CEDR) of 100 Fetter Lane, London EC4.",No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/1804
1805,Regime-1,None,11/1/2017,4/30/2018,5/29/2018,SAMUEL BANNER & CO. LIMITED,02631366,TRUE,FALSE,FALSE,FALSE,27,,,,54,45,1,0,66,0,0,75,30 days from end of month of invoice,,,90,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,All queries are resolved between the accounts department and the supplier.,No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/1805
1806,Regime-1,None,11/1/2017,4/30/2018,5/29/2018,LANDMARK HOTEL LONDON LIMITED,06618138,TRUE,FALSE,FALSE,FALSE,33,,,,48,48,4,0,53,0,30,,"For most qualifying contacts, payment is made 30 days after receipt of invoice. 
Whenever there is an error on received quantities or prices, payment could be delayed depending on how quickly the supplier provides the corresponding correction. ",,,60,,Invoices are paid within agreed terms. Delays in payment would only occur if there is a discrepancy or dispute on the invoiced amount versus the actual goods or services delivered. The discrepancies are  communicated to the suppliers in a timely manner. ,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,Complaints or concerns are addressed by the department who ordered the good or services. They would  communicate to the supplier on a matter of dispute/concern usually within 5 working days.,No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/1806
1807,Regime-1,None,10/31/2017,4/28/2018,5/29/2018,RICHER SOUNDS PLC,01402643,TRUE,FALSE,FALSE,FALSE,29,,,,80,19,1,0,1,0,0,90,The Company's policy is to agree appropriate terms of payment individually with suppliers and to abide by those terms based on the timely submission of satisfactory invoices. Where no specific agreement exists the Company will make payment on 30 day terms.,,,90,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"The Company is committed to dealing with its suppliers in a fair, honest and professional manner. Disputes are directed in the first instance to our Accounts Payable team. Escalation of the dispute would be directed to the head of department that made the order or to the Finance Director or Financial Controller.",No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/1807
1808,Regime-1,None,11/1/2017,4/30/2018,5/29/2018,NORTH STAR HOLDCO LIMITED,SC031826,TRUE,FALSE,FALSE,FALSE,25,,,,72,24,4,0,24,0,30,,"We don't issue terms stating our payment terms to suppliers, but instead adhere to the supplier companies invoice terms.",,,60,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,any supplier payment issues will be the responsibility of the person who ordered the goods or service to negotiate any concerns with the supplier and request a credit note if required.,No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/1808
1809,Regime-1,None,11/1/2017,4/30/2018,5/29/2018,SMITH & WILLIAMSON INVESTMENT MANAGEMENT LLP,OC369632,TRUE,FALSE,FALSE,FALSE,25,,,,81,19,0,0,19,0,30,,Firm policy is to pay suppliers within the agreed credit terms of 30 days. Minor payment delays may occur if the invoice is received shortly after the weekly payment run. Disputed amounts may also result in processing delays. There is no stipulated maximum contractual payment period.,,,30,,N/A,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"Any payment disputes are considered by the relevant department head and, if necessary, the Group Financial Controller. Disputes are usually resolved within 30 days.",No,TRUE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/1809
1810,Regime-1,None,11/1/2017,4/30/2018,5/29/2018,"BROWN-FORMAN BEVERAGES, EUROPE, LTD",04129810,TRUE,FALSE,FALSE,FALSE,45,,,,31,68,1,0,2,0,30,60,Net 30 days for invoices received from external vendors and net 60 days for invoices received from other group companies ,,,60,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"Any inquiries or disputes should be directed to the Brown Forman buyer directly, or to accountspayable@b-f.com. ",No,TRUE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/1810
1811,Regime-1,None,11/1/2017,4/30/2018,5/29/2018,STEWARTS LAW LLP,OC329883,TRUE,FALSE,FALSE,FALSE,70,,,,65,11,24,0,29,0,14,395,"The business does not use standard payment terms and the most frequently used payment terms vary according to the nature of the service supplied. 

Overhead suppliers are paid in line with their own terms and conditions, and generally at the end of the month in which their invoice is received. 

Where disbursements (litigation case specific expenses) are commissioned during the course of litigation, a variety of terms may be agreed according to the demands of the case. In some cases, payments are made on an immediate or monthly basis, but in some long life cases, where the costs of litigation are funded by the Firm, payments may not be made until a milestone in the case has been reached, or until the case has been completed. For the suppliers of some case related services, deferred payment terms may be agreed.
",,,395,"The maximum agreed payment period for overheads is 30 days, and for disbursements is 30 days or longer, dependent upon whether deferred payment terms have been agreed, in which case the period for payment of an invoice would not run until the expiry of the deferred period agreed.","The business does not have standard payment terms. However, payments for overheads tend to be made within 30 days, and suppliers of disbursements may be paid within 30 days or longer if deferred terms have been agreed.",FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"The Firm’s process for resolving a dispute with a supplier in relation to payment is to correct any failure to pay caused by error or oversight. Where non-payment is caused by disagreement as to the quality of goods or services provided, the Firm will seek to agree a compromise with the supplier.

For overhead suppliers, complaints or concerns will be considered by the Operations Director, Philip Studd. For the suppliers of disbursements, first contact should be made with the Solicitor responsible for appointing that supplier, with the option of escalation to Philip Studd if necessary.

Philip Studd can be contacted by writing to him at Stewarts Law LLP, 5 New Street Square, London EC4A 3BF, or by email (pstudd@stewartslaw.com).
",No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/1811
1812,Regime-1,None,11/1/2017,4/30/2018,5/29/2018,SMITH & WILLIAMSON LLP,OC369631,TRUE,FALSE,FALSE,FALSE,29,,,,71,21,9,0,28,0,30,,Firm policy is to pay suppliers within the agreed credit terms of 30 days. Minor payment delays may occur if the invoice is received shortly after the weekly payment run. Disputed amounts may also result in processing delays. There is no stipulated maximum contractual payment period.,,,30,,N/A,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"Any payment disputes are considered by the relevant department head and, if necessary, the Group
Financial Controller. Disputes are usually resolved within 30 days from the date the dispute was
raised.",No,TRUE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/1812
1813,Regime-1,None,11/1/2017,4/30/2018,5/29/2018,SMITH & WILLIAMSON CORPORATE SERVICES LIMITED,03120999,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,https://check-payment-practices.service.gov.uk/report/1813
1814,Regime-1,None,10/2/2017,4/1/2018,5/29/2018,BUOYANT UPHOLSTERY LIMITED,03690496,TRUE,FALSE,FALSE,FALSE,55,,,,11,46,43,0,13,0,75,90,End of second month after Invoice date,,,90,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,With any disputes it is recommended that a copy Invoice & POD are sent to accounts@buoyant-upholstery.co.uk,No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/1814
1815,Regime-1,None,10/30/2017,4/30/2018,5/29/2018,SCRIVENS LIMITED,00377588,TRUE,FALSE,FALSE,FALSE,26,,,,62,36,2,0,30,0,1,30,"Our standard payment terms are 30 days end of month. Therefore a proportion of  invoices that have fallen in to the 36% shown for invoices paid in 31 to 60 days will not have been due until after 31 days of receipt of the invoice. 

In terms of of the percentage of invoices shown as not paid to terms, most of these payments are made at the beginning of each month and are therefore only overdue by 1 or 2 days. Additionally any invoices subject to query with the supplier will have been included in the category of not paid to terms when, in fact, they will be once the query has been resolved.

To ensure that we maintain excellent relationships with our suppliers and not disrupt the supply chain we always endeavour to pay suppliers to terms. ",,,30,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"Invoices are entered upon receipt and sent to the relevant department manager for approval. Should the department manager find a discrepancy, a query is raised with the supplier.  The AP department monitors invoices that have been received but not approved and if necessary contacts the department manager for an update. It is our policy to pay suppliers to terms and therefore a focus is placed on query resolution to ensure that invoices can still be paid on time. The AP department also reconciles statements from suppliers each month to ensure that all invoices have been received.",No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/1815
1816,Regime-1,None,10/30/2017,4/30/2018,5/29/2018,SEAMAP LIMITED,04256289,TRUE,FALSE,FALSE,FALSE,27,,,,60,38,2,0,28,0,1,30,"Our standard payment terms are 30 days end of month. Therefore a proportion of  invoices that have fallen in to the 38% shown for invoices paid in 31 to 60 days will not have been due until after 31 days of receipt of the invoice. 

In terms of the percentage of invoices shown as not paid to terms, most of these payments are made at the beginning of each month and are therefore only overdue by 1 or 2 days. Additionally any invoices subject to query with the supplier will have been included in the category of not paid to terms when, in fact, they will be once the query has been resolved.

To ensure that we maintain excellent relationships with our suppliers and not disrupt the supply chain we always endeavour to pay suppliers to terms. ",,,30,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"Invoices are entered upon receipt and sent to the relevant department manager for approval. Should the department manager find a discrepancy, a query is raised with the supplier.  The AP department monitors invoices that have been received but not approved and if necessary contacts the department manager for an update. It is our policy to pay suppliers to terms and therefore a focus is placed on query resolution to ensure that invoices can still be paid on time. The AP department also reconciles statements from suppliers each month to ensure that all invoices have been received.",No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/1816
1817,Regime-1,None,11/1/2017,4/30/2018,5/29/2018,BURGES SALMON LLP,OC307212,TRUE,FALSE,FALSE,FALSE,41,,,,68,13,19,0,6,0,30,,Standard terms of business are 30 days from the end of the month of receipt of invoice. ,,,61,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"Any queries relating to payment of invoices should be sent to Purchase Ledger Team. 

The supplier should liaise with the relevant officer who placed the order to resolve any dispute or complaint. ",No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/1817
1818,Regime-1,None,11/1/2017,4/30/2018,5/29/2018,SYCAMORE (PETERBOROUGH) LIMITED,00216564,TRUE,FALSE,FALSE,FALSE,45,,,,43,34,23,0,42,0,7,60,A majority of standard terms are end of following month with a few being on minimum terms of 7 days,,,60,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"If an invoice is in dispute, the department manager would contact the supplier to discuss and resolve. Once the dispute is resolved the invoices would then be processed and passed for payments at the earliest opportunity.",No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/1818
